course,book_id,topic,bookclub,chat_crew,pseudonym,message,time,is_answer,page,response_number,Discussion,Dialogic Spell,Uptake,Question,Pivot
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-06,Thanks for taking the lead on the first draft,2020-10-21 13:34:00,False,10,3.2,Social,2,Filler,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-06,I’ll check in soon and add to it ,2020-10-21 13:34:00,False,10,3.2,Procedure,2,Filler,None,from Social/Procedure/UX to Social/Procedure/UX
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-06,👍,2020-10-21 13:34:00,False,10,3.2,Social,2,Filler,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-04,SUBMITTED,2020-11-01 20:30:00,False,10,3.2,Procedure,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,I am late to the discussion ,2020-11-02 11:16:00,False,10,3.2,Procedure,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,but I figured I might as well add to this,2020-11-02 11:16:00,False,10,3.2,Procedure,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,because while I agree with the first part said,2020-11-02 11:16:00,False,10,3.2,Seminar,None,None,None,from Social/Procedure/UX to Seminar
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05," I have to say, the line of thinking is still technically flawed.",2020-11-02 11:16:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,Just because she comes from a semi-barbaric King does not make her semi-barbaric. ,2020-11-02 11:16:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,Love does have a way of changing how we think and make valuable decisions like this one,2020-11-02 11:16:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,"While Jealousy is a strong determinate, Love is often stronger, and it would make sense to allow her lover to live out of love just as much as it would make",2020-11-02 11:16:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,s,2020-11-02 11:16:00,False,10,3.2,Other,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,make sense to allow her lover to live out of love just as much as it would make sense for her to have him killed. ,2020-11-02 11:17:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,Basing a decision on her lineage is not exactly a strong source in my opinion.,2020-11-02 11:17:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,"However, basing a decision on her own thought process, that I can get behind",2020-11-02 11:17:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,and Meg brought and interesting topic of the difference between how the princess rambles on about him opening the door with the lady but barely mentions him opening the door with the tiger.,2020-11-02 11:17:00,False,10,3.2,Seminar,None,Filler,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,The princess has no qualms about her lover dying but,2020-11-02 11:17:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,had great grief over her lover in another’s arms.,2020-11-02 11:18:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,"As for the second part, only her lover saw her give the signal so the second part is questionable as it would be based on hearsay. ",2020-11-02 11:18:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05, Would the king even entertain that idea given it is his daughter?,2020-11-02 11:18:00,False,10,3.2,Seminar,None,None,C-HOT,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,Who knows? ,2020-11-02 11:18:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,"Without someone seeing her give the signal, they really cannot accuse her of helping him",2020-11-02 11:18:00,False,10,3.2,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,"Not to mention that if she had not helped him at all, and he opened the door with the female, would she still be under scrutiny?",2020-11-02 11:18:00,False,10,3.2,Seminar,None,None,C-HOT,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",2,True,pim-05,What would happen then?,2020-11-02 11:18:00,False,10,3.2,Seminar,None,None,C-HOT,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",3,True,pim-09,uwgyeu,2020-10-24 18:48:00,False,10,3.3,Other,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",3,True,pim-09,"Part 1: For this question, our team decided that the princess chose the door with the tiger. ",2020-10-24 18:52:00,False,10,3.3,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",3,True,pim-09,"This is based on the story's emphasis on the royal family's semi barbaric"" nature.",2020-10-24 18:52:00,False,10,3.3,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",3,True,pim-09," In the story  it is mentioned several times that the princess is jealous of the idea of her lover being with another woman  stating ""her soul had burned in agony when he rushed to meet that woman"" (pp. 10).",2020-10-24 18:52:00,False,10,3.3,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",3,True,pim-09,This action seems indicitive of her barbaric and jealous nature because this way she remains the conquerer  and if she cannot,2020-10-24 18:52:00,False,10,3.3,Seminar,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",3,True,pim-09,"ha""",2020-10-24 18:52:00,False,10,3.3,Other,None,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,What do you guys think? ,2020-10-20 09:28:00,False,10,3.4,Seminar,1,Clarify,O-HOT,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,Do you think that she kills him or saves him?,2020-10-20 09:28:00,False,10,3.4,Seminar,1,Clarify,C-HOT,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,What would you do in her place?,2020-10-20 09:28:00,False,10,3.4,Imaginative Entry,1,Clarify,O-HOT,from Seminar to Imaginative Entry
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,"I kind of think that even though she is angry and jealous, she would ultimately save him. ",2020-10-20 10:57:00,False,10,3.4,Seminar,1,None,None,from Imaginative Entry to Seminar
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,I think that overall the weight of her conscious would have kept her from sending him to his death for falling in love with her.,2020-10-20 10:57:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,"After all, it is a two way road and she is being punished right along with him for getting caught by the king as well.",2020-10-20 10:57:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11, I also think that even if the king finds out that she knew the doors he will know that either choice that she makes is a punishment in its own right. She suffers either way ,2020-10-20 10:57:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,w,2020-10-20 10:57:00,False,10,3.4,Other,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,And what if the king already knew that she had broken the law. ,2020-10-20 11:04:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,Perhaps he planned it so that she would be the one to make the decision in the end as no one has ever known what's behind the doors before,2020-10-20 11:04:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,Maybe this was her punishment.,2020-10-20 11:04:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,"Knowing she could save him from death, but still lose him in the end.",2020-10-20 11:04:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,It would be just a thing that this King would do I think.,2020-10-20 11:04:00,False,10,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-12,"Kyra, those are some good thoughts! ",2020-10-20 12:17:00,False,9,3.4,Seminar,1,Affirm,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-12,I'm kind of on the fence about whether she saves him or not.,2020-10-20 12:17:00,False,9,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-12, I think that she may dislike the idea that he marries another more than him dying.,2020-10-20 12:17:00,False,9,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-12,So I'm leaning more toward she sends him to the tiger's door.,2020-10-20 12:17:00,False,9,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-12,But I do also think that it is possible that the King could be in on it too. ,2020-10-20 12:19:00,False,9,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-12,He could know that she knows which door is which and he seems like the type of king to enjoy that punishment,2020-10-20 12:19:00,False,9,3.4,Seminar,1,None,None,None
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",4,True,pim-11,Emilie I can see that. ,2020-10-20 12:43:00,False,10,3.4,Seminar,1,Affirm,None,None
